Timestamp,Faculty Last Name,Semester,COMP Course Number,COMP Section Number,Syllabus,Final Version,Cross-Listed
1/19/2020 22:18:31,Hayward,Spring 2020,441,001,https://drive.google.com/open?id=1WXjcKTgYnORj8zcWFoiUZFeAaD9Zin69,Yes,
1/19/2020 22:20:14,Hayward,Spring 2020,363,001,https://drive.google.com/open?id=1_06KK1gdBavbgiZ7l0ShMTJSpNSfHghE,Yes,
1/19/2020 22:22:05,Hayward,Spring 2020,460,001,https://drive.google.com/open?id=1tBtFJSVrcniSfRnVtiA-F1_LvsCjY8a-,Yes,
1/21/2020 13:55:25,Greenberg,Spring 2020,264,001,https://drive.google.com/open?id=1Y3mD8iZQPu29p9BnLyuf8gPDyxJQyWHy,Yes,
1/21/2020 13:56:08,Greenberg,Spring 2020,390,01E,https://drive.google.com/open?id=1IasH2HEaVGPwj2xhQgTmz2J1h5rrD4fT,Yes,
1/21/2020 13:57:38,Greenberg,Spring 2020,388,002,https://drive.google.com/open?id=1Rp_94B4KzAaP7QtArANcF8v7NiHIJFca,Yes,
1/23/2020 11:55:52,Irakliotis,Spring 2020,163,003,https://drive.google.com/open?id=1ZkbwN_YpmypN74vnzc9fM0CILpgboePt,Yes,
1/23/2020 11:56:34,Irakliotis,Spring 2020,170,005,https://drive.google.com/open?id=1RLVU4LLxWfkPpyoZQjnjcdm2fR1-hBFT,Yes,
1/23/2020 11:57:06,Irakliotis,Spring 2020,180,001,https://drive.google.com/open?id=1YcPp_vEPPrcqNjPU14xpjLxgaYe42hu6,Yes,
8/24/2020 12:19:40,Sekharan,Fall 2020,271,001,https://drive.google.com/open?id=1IOH5s0U_wRcCa6DvaHt1wAfa-hu3kZjW,Yes,
8/24/2020 12:24:03,Mangoubi,Fall 2020,250,01W,https://drive.google.com/open?id=1PtWduB55iU9qCXwnk0KiE1-mUimAYa-j,Yes,
8/24/2020 12:55:33,Honig,Fall 2020,170,004,https://drive.google.com/open?id=1detog2vfObK0ge4MeV54RIVzIp7iXSL-,Yes,
8/24/2020 12:56:31,Honig,Fall 2020,330,001,https://drive.google.com/open?id=14Mp5pctzkCjK8dwjMi3vTmDOhB9BbdJ4,Yes,
8/24/2020 13:15:20,Yarrish,Fall 2020,340,001,https://drive.google.com/open?id=1UudAPLP9izzzFltdIpT4ImtnJWNqzHML,Yes,
8/24/2020 13:16:18,Yarrish,Fall 2020,440,001,https://drive.google.com/open?id=150cx-_Kcq_DniXE98HCgPuKeoZj8aZPT,Yes,
8/24/2020 13:31:59,Schmitz,Summer 2020,349,001,https://drive.google.com/open?id=1c2P0Nx_vl5o_KIdTcbwfsq2eQ8okHXPS,Yes,
8/24/2020 13:32:23,Schmitz,Summer 2020,449,001,https://drive.google.com/open?id=1XuJlApIAtPcM8bWbZ0Hq1q4SERn4BIwG,Yes,
8/24/2020 13:33:03,Schmitz,Fall 2020,347,001,https://drive.google.com/open?id=1hI2nYhcpu7MnH_w0Ail7RQmUNlHd_Wty,Yes,
8/24/2020 13:33:28,Schmitz,Fall 2020,447,001,https://drive.google.com/open?id=1J77eaC4s5x5qQacOo7ZZjnn9BEB9u5uM,Yes,
8/24/2020 13:33:59,Schmitz,Fall 2020,347,002,https://drive.google.com/open?id=1bp7EZPiD2b2ulm8-XV-O3Y1AN9wwem1D,Yes,
8/24/2020 13:34:20,Schmitz,Fall 2020,447,002,https://drive.google.com/open?id=1xfflgd1_Xk0aC55NMj0IlZxb_HHmbtnC,Yes,
8/24/2020 14:00:23,Yacobellis,Fall 2020,170,002,https://drive.google.com/open?id=1WezJIMHW0qHmLQFBciO6mwWQYr4EPVCt,Yes,
8/24/2020 14:00:58,Yacobellis,Fall 2020,170,005,https://drive.google.com/open?id=1ckFThzKAhdj3vPhGsPk9jygrjWLlJBYB,Yes,
8/24/2020 14:02:33,Yacobellis,Fall 2020,313,001,https://drive.google.com/open?id=1cFoFM1SOPCOL7ei0m36K38fsq1b3Fsyk,Yes,
8/24/2020 14:03:14,Yacobellis,Summer 2020,313,001,https://drive.google.com/open?id=1WThCK2c12s9Kvq6pw6Z8CObTxUF9F8oB,Yes,
8/24/2020 14:10:50,Yacobellis,Summer 2020,413,001,https://drive.google.com/open?id=12RYhNOwazJf_ZLSYtUnlFfcurOynVL0L,Yes,
8/24/2020 14:11:34,Yacobellis,Fall 2020,413,002,https://drive.google.com/open?id=1czF0nS8KAj3VAV90n8WTuVDwzfN-lG99,Yes,
8/24/2020 14:23:28,Bevente,Fall 2020,251,001,https://drive.google.com/open?id=1P_P3t3XLYXqsaqCNOiVDkAvGGKDzU0sF,Yes,
8/24/2020 14:38:38,Li,Fall 2020,163,004,https://drive.google.com/open?id=1xUsIva0rbqaxNnuKDIps-9UHMya4_9zt,Yes,
8/24/2020 14:54:15,Laufer,Fall 2020,313,001,https://drive.google.com/open?id=1hIh5yeNH9Yx7ml42VGYQjGZqkhH-3Ef0,Yes,
8/24/2020 14:54:50,Laufer,Fall 2020,413,001,https://drive.google.com/open?id=1mKnXN1Cw0p_wW0KxQbP6ZOH3Qpiuui6j,Yes,
8/24/2020 14:56:28,Laufer,Fall 2020,371,001,https://drive.google.com/open?id=1Ui2Sjk2rVL0HILHpud9mzma-xAqtMTpq,Yes,
8/24/2020 14:56:54,Laufer,Fall 2020,471,001,https://drive.google.com/open?id=1SHZXefodxvsxYLOQ0GSkiYzneBLga15V,Yes,
8/24/2020 15:18:17,Naiman,Fall 2020,377,001,https://drive.google.com/open?id=1zOkxT60ejgoQ54SzARbv9-vEshNP2EmA,Yes,
8/24/2020 15:18:53,Naiman,Fall 2020,477,001,https://drive.google.com/open?id=1OgI8Antn7Kz2-ivov09LBvPTBb5bddn1,Yes,
8/24/2020 15:20:12,Naiman,Fall 2020,453,001,https://drive.google.com/open?id=1yxd8iGrgV5C4l9hK35yMV4FKk7QBCpr3,Yes,
8/24/2020 15:22:03,Naiman,Fall 2020,388,001,https://drive.google.com/open?id=1f2fLIEjWavsVw3Ao94jqDlYaWaPSJgMx,Yes,
8/24/2020 15:22:43,Naiman,Fall 2020,403,001,https://drive.google.com/open?id=1K_Y0hEcobTVFgGDlKCWlLsW0gi5v7giZ,Yes,
8/24/2020 15:41:23,Wetzel,Fall 2020,125,003,https://drive.google.com/open?id=1TRN2FuiSmLv1QvdhAUozT2bLwGG8i1p8,Yes,
8/24/2020 17:16:33,Zewdie,Fall 2020,333,001,https://drive.google.com/open?id=1trWs04RBPHRlxq-0_5ZEyplopIO23lks,Yes,
8/24/2020 22:22:39,Durston,Fall 2020,125,001,https://drive.google.com/open?id=1msqmsOPUQhS1VBmBI20O1itHvvxkdIM6,Yes,
8/25/2020 6:23:00,Kabani,Fall 2020,325,001,https://drive.google.com/open?id=1bC0kD8JJ_t_YRcKk81yv2BbpCyImObVb,Yes,
8/25/2020 6:23:41,Kabani,Fall 2020,425,001,https://drive.google.com/open?id=1e__YqTeZXl3ME-ercrBzd-j6UXm7Kyg5,Yes,
8/25/2020 12:55:24,Nguyen,Fall 2020,125,002,https://drive.google.com/open?id=1FWQC-aCOWgLxilmD2r55FRTRKt34eg1r,Yes,
8/25/2020 17:10:06,Abuhamad,Fall 2020,150,002,https://drive.google.com/open?id=1AqRo_b9FNCztob29spyutrShoWQNaejQ,Yes,
8/25/2020 17:11:05,Abuhamad,Fall 2020,150,003,https://drive.google.com/open?id=1bM0lfaJsfEMIdbgEGBRca3msNyU-y7yK,Yes,
8/26/2020 13:15:56,Mangoubi,Fall 2020,250,01W,https://drive.google.com/open?id=11xDDW9Kc89fa45j6eviLkPllmw7XPBfC,Yes,
8/27/2020 21:27:39,Chan-Tin,Fall 2020,170,001,https://drive.google.com/open?id=1uTsJ-AXkt8oE-BnxOwWVs4tXDXjMjSe1,Yes,
8/27/2020 21:28:23,Chan-Tin,Fall 2020,352,001,https://drive.google.com/open?id=1bjSajVjPAmymI1dML5qxytDHh1Uhi1Lp,Yes,
8/27/2020 21:28:49,Chan-Tin,Fall 2020,452,001,https://drive.google.com/open?id=1rWRzp7ZnR-rCphMW2mxcFmM_lRtheIkF,Yes,
8/28/2020 4:19:17,Hayward,Fall 2020,322,001,https://drive.google.com/open?id=1L9oNk7It6KR6GQ3FvNHPFZaWNPlR7tAp,Yes,
8/28/2020 4:20:04,Hayward,Fall 2020,322,002,https://drive.google.com/open?id=1hMSlHfUcpJB6rNz8yOUDGUHD9dYE99Sv,Yes,
8/28/2020 4:20:52,Hayward,Fall 2020,324,001,https://drive.google.com/open?id=1C-9BoK1zc7WUHNPxXw6vmJxgqh_f89mg,Yes,
8/28/2020 4:21:21,Hayward,Fall 2020,324,002,https://drive.google.com/open?id=1_UYWY1R59pO_LYQzmltwNV-ckciXvrMv,Yes,
8/28/2020 4:22:00,Hayward,Fall 2020,336,001,https://drive.google.com/open?id=13e0c5DTcpX2-GGoBe1Iy3hyPpvJRo1RC,Yes,
8/28/2020 4:22:30,Hayward,Fall 2020,336,002,https://drive.google.com/open?id=1aPTcVHBIZBJPHHcM2uoG9VJN8SYNv5n6,Yes,
8/28/2020 4:24:04,Hayward,Fall 2020,422,001,https://drive.google.com/open?id=1pJ2KvHm-CfmYJ_-K4mMwiM1314TIVP-r,Yes,
8/28/2020 4:24:39,Hayward,Fall 2020,422,002,https://drive.google.com/open?id=1KYzOl8ulS2IwKaTUo4VppBmNHtB0S2el,Yes,
8/28/2020 4:25:32,Hayward,Fall 2020,424,001,https://drive.google.com/open?id=154N9YQtdL_choCty-8G-2Mc29F80boZr,Yes,
8/28/2020 4:25:59,Hayward,Fall 2020,424,002,https://drive.google.com/open?id=1HNVkJHUPGR3Mvy2IDFvz_z17Plm9jElo,Yes,
8/28/2020 4:26:39,Hayward,Fall 2020,436,001,https://drive.google.com/open?id=1IjlG9COVAt_b63Z0GjASVE8Ua-kfptzn,Yes,
8/28/2020 4:27:03,Hayward,Fall 2020,436,002,https://drive.google.com/open?id=1NoyV8tImgGJbuPkwNxI3zq-T9M1KfLsU,Yes,
8/28/2020 9:25:41,Klingensmith,Fall 2020,264,001,https://drive.google.com/open?id=14-9uCpy-Qn1PfwuPoRRmGzabJ8S__f17,Yes,
8/31/2020 16:57:24,Dligach,Fall 2020,379,001,https://drive.google.com/open?id=13VDc7PRHe61bCwTOUfFQdYVQaU3wBP4W,Yes,
8/31/2020 16:57:51,Dligach,Fall 2020,479,001,https://drive.google.com/open?id=1AAT4doFVTNEipzfpAZJbgzjA8bJs94Fp,Yes,
9/18/2020 10:56:08,Greenberg,Fall 2020,390,01E,https://drive.google.com/open?id=1nr7pnxRcwcE4reAG8V_pJDHHWZs9eH5U,Yes,
9/18/2020 10:59:23,Greenberg,Fall 2020,395,001,https://drive.google.com/open?id=1HpLMl6UTdTwx67zvCaWuFusIpq3LSIlV,Yes,
10/6/2020 12:01:21,Thiruvathukal,Fall 2020,310,001,https://drive.google.com/open?id=1LNrM6RXAs6krN3cVyMZ9izgxUaBgZWZw,Yes,
10/6/2020 12:01:44,Thiruvathukal,Fall 2020,410,001,https://drive.google.com/open?id=1qAJY3BrTMvuzsAyDEeADFwj58ENabSYr,Yes,
10/6/2020 12:02:08,Thiruvathukal,Fall 2020,141,001,https://drive.google.com/open?id=1el9BfXd5xZG7OHye0xVclc0_iLHnGBaR,Yes,
10/6/2020 12:39:31,O'Sullivan ,Fall 2020,150,001,https://drive.google.com/open?id=1hFWXYhlYrqk6kmvMpccaVvPjeWHSQUQs,Yes,
10/6/2020 13:21:09,Wetzel,Fall 2020,125,003,https://drive.google.com/open?id=12NR713P8wazRNhD_h_Jgrl3OfNOeRst3,Yes,
10/6/2020 13:40:47,Wetzel,Summer 2020,125,001,https://drive.google.com/open?id=1i1EOFw_6axwLRllEKnjSB-_t9bxvMG77,Yes,
10/6/2020 19:57:19,Harrington,Summer 2020,150,001,https://drive.google.com/open?id=1TUFlWs0WnjLawr-wU5JacOrOKZxoP-Gb,Yes,
